,,Data used to calcualted saturation state,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Depth,Temperature,Pressure,Na (M),K (M),Mg (M),Ca (M),Br (uM),Cl (M),F (uM),BrOH4,SO4 (M),pH,Ac (M),Sr (microM),Ca/Cl,Mg/Cl,Sr/Cl,Mg/Ca,KD Lammers and Mitnick (2019),MgCO3 Lammers (mol%),Total alkalinity (M),Carbonate Alkalinity (M),OmegaCalcite,OmegaAragonite,aCO3,aCa,aMg
1009,202.85,21.53017,51.465,0.588,0.014,0.05,0.011,0,0.699,0,0,0.013,7.79,0.022,1354,0.015,0.071,1937,4.73,0.004083429,1.89486339,0.035,0.022,19.5560894,14.04336166,0.000033169,0.002299324,0.01113551
1009,211.95,21.67759,52.383,0.579,0.013,0.049,0.01,0,0.697,0,0,0.012,7.96,0.023,1417,0.015,0.07,2033,4.65,0.004153435,1.894752835,0.035,0.023,27.05259132,19.43408585,5.00E-05,0.002109815,0.011023726
1009,222.55,21.84931,53.452,0.583,0.013,0.048,0.01,0,0.696,0,0,0.012,7.37,0.024,1433,0.015,0.068,2059,4.56,0.004236111,1.895060361,0.036,0.024,7.914143086,5.687643051,1.45E-05,0.002126686,0.010848114
Clino,0,16.502,0,0,0.0102,0.05592,0.01102,0,0.58,0,0,0.02931,0,0,90.8,0.019,0.096,156.5517241,5.07,0.002506194,1.2546976,0,0,,,,,
Clino,213.36,26.401904,0,0,0.0102,0.05664,0.01311,0,0.59,0,0,0.02773,0,0,194.9,0.022,0.096,330.3389831,4.32,0.006246385,2.627535824,0,0,,,,,
Clino,320.04,31.351856,0,0,0.0102,0.05577,0.01414,0,0.6,0,0,0.03539,0,0,259.1,0.024,0.093,431.8333333,3.94,0.009161872,3.484012627,0,0,,,,,
Clino,384.05,34.32192,0,0,0.0102,0.05652,0.01243,0,0.59,0,0,0.0292,0,0,222.3,0.021,0.096,376.779661,4.55,0.010376407,4.508411168,0,0,,,,,
Clino,457.2,37.71608,0,0,0.0102,0.05535,0.01104,0,0.58,0,0,0.02919,0,0,104.5,0.019,0.095,180.1724138,5.01,0.011908653,5.630317209,0,0,,,,,
Clino,627.89,45.636096,0,0,0.0102,0.05481,0.0139,0,0.6,0,0,0.03046,0,0,256.1,0.023,0.091,426.8333333,3.94,0.019279424,7.059822228,0,0,,,,,
Unda,0,16.502,0,0,0.0102,0.06381,0.01188,0,0.65,0,0,0.0356,0,0,91.5,0.018276923,0.098169231,140.7692308,5.37,0.002482313,1.315466738,0,0,,,,,
Unda,48.46,18.750544,0,0,0.0102,0.05725,0.01106,0,0.58,0,0,0.03639,0,0,93.6,0.019068966,0.098706897,161.3793103,5.18,0.003107635,1.584252128,0,0,,,,,
Unda,76.2,20.03768,0,0,0.0102,0.05685,0.0113,0,0.5,0,0,0.0286,0,0,88.8,0.0226,0.1137,177.6,5.03,0.00352286,1.74114562,0,0,,,,,
Unda,91.44,20.744816,0,0,0.0102,0.05755,0.01147,0,0.62,0,0,0.03438,0,0,86.7,0.0185,0.092822581,139.8387097,5.02,0.003756452,1.850836948,0,0,,,,,
Unda,137.16,22.866224,0,0,0.0102,0.0593,0.01238,0,0.62,0,0,0.02991,0,0,89.9,0.019967742,0.095645161,145,4.79,0.004566966,2.140746248,0,0,,,,,
Unda,152.4,23.57336,0,0,0.0102,0.05681,0.01294,0,0.59,0,0,0.0286,0,0,103.8,0.021932203,0.096288136,175.9322034,4.39,0.004957662,2.13005474,0,0,,,,,
Unda,213.66,26.415824,0,0,0.0102,0.05775,0.0128,0,0.61,0,0,0.03481,0,0,96.1,0.020983607,0.094672131,157.5409836,4.51,0.006170294,2.707459268,0,0,,,,,
Unda,341.38,32.342032,0,0,0.0102,0.05599,0.01584,0,0.61,0,0,0.03018,0,0,179.2,0.025967213,0.091786885,293.7704918,3.53,0.010188197,3.471580544,0,0,,,,,
Unda,442.26,37.022864,0,0,0.0102,0.05547,0.01965,0,0.64,0,0,0.03543,0,0,262,0.030703125,0.086671875,409.375,2.82,0.014878379,4.026752378,0,0,,,,,
